BUILDING_REFERENCE_NUMBER,OSG_REFERENCE_NUMBER,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,INSPECTION_DATE,TYPE_OF_ASSESSMENT,LODGEMENT_DATE,ENERGY_CONSUMPTION_CURRENT,TOTAL_FLOOR_AREA,3_YR_ENERGY_COST_CURRENT,3_YR_ENERGY_SAVINGS_POTENTIAL,CURRENT_ENERGY_EFFICIENCY,CURRENT_ENERGY_RATING,POTENTIAL_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_RATING,ENVIRONMENT_IMPACT_CURRENT,CURRENT_ENVIRONMENTAL_RATING,ENVIRONMENT_IMPACT_POTENTIAL,POTENTIAL_ENVIRONMENTAL_RATING,CO2_EMISS_CURR_PER_FLOOR_AREA,IMPROVEMENTS,WALL_DESCRIPTION,WALL_ENERGY_EFF,WALL_ENV_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,ROOF_ENV_EFF,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,FLOOR_ENV_EFF,WINDOWS_DESCRIPTION,WINDOWS_ENERGY_EFF,WINDOWS_ENV_EFF,MAINHEAT_DESCRIPTION,MAINHEAT_ENERGY_EFF,MAINHEAT_ENV_EFF,MAINHEATCONT_DESCRIPTION,MAINHEATC_ENERGY_EFF,MAINHEATC_ENV_EFF,SECONDHEAT_DESCRIPTION,SHEATING_ENERGY_EFF,SHEATING_ENV_EFF,HOTWATER_DESCRIPTION,HOT_WATER_ENERGY_EFF,HOT_WATER_ENV_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,LIGHTING_ENV_EFF,AIR_TIGHTNESS_DESCRIPTION,AIR_TIGHTNESS_ENERGY_EFF,AIR_TIGHTNESS_ENV_EFF,CO2_EMISSIONS_CURRENT,CO2_EMISSIONS_POTENTIAL,HEATING_COST_CURRENT,HEATING_COST_POTENTIAL,HOT_WATER_COST_CURRENT,HOT_WATER_COST_POTENTIAL,LIGHTING_COST_CURRENT,LIGHTING_COST_POTENTIAL,ALTERNATIVE_IMPROVEMENTS,LZC_ENERGY_SOURCES,SPACE_HEATING_DEMAND,WATER_HEATING_DEMAND,IMPACT_LOFT_INSULATION,IMPACT_CAVITY_WALL_INSULATION,IMPACT_SOLID_WALL_INSULATION,ADDENDUM_TEXT,CONSTRUCTION_AGE_BAND,FLOOR_HEIGHT,DATA_ZONE,ENERGY_CONSUMPTION_POTENTIAL,EXTENSION_COUNT,FIXED_LIGHTING_OUTLETS_COUNT,LOW_ENERGY_FIXED_LIGHT_COUNT,LOW_ENERGY_LIGHTING,FLOOR_LEVEL,FLAT_TOP_STOREY,GLAZED_AREA,NUMBER_HABITABLE_ROOMS,HEAT_LOSS_CORRIDOOR,NUMBER_HEATED_ROOMS,LOCAL_AUTHORITY_LABEL,MAINS_GAS_FLAG,MAIN_HEATING_CATEGORY,MAIN_FUEL,MAIN_HEATING_CONTROLS,MECHANICAL_VENTILATION,ENERGY_TARIFF,MULTI_GLAZE_PROPORTION,GLAZED_TYPE,NUMBER_OPEN_FIREPLACES,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,TENURE,TRANSACTION_TYPE,UNHEATED_CORRIDOR_LENGTH,CONSTITUENCY,CONSTITUENCY_LABEL,WIND_TURBINE_COUNT,BUILT_FORM,PROPERTY_TYPE,DATA_ZONE_2011,"CREATED_AT "
1000005715,130042438,"3 HOLM PARK ",,"INVERNESS ",IV2 4XT,2024-01-04,"RdSAP, existing dwelling",2024-01-29,227.00,104,4929.0000,819.0000,70,C,83,B,65,D,80,C,40.00,"Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 56; Energy Rating after improvement: C 74; Environmental Rating after improvement: C 72; Green Deal Eligible: Y | Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 494; Energy Rating after improvement: B 83; Environmental Rating after improvement: C 80; Green Deal Eligible: Y | Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 217; Energy Rating after improvement: C 73; Environmental Rating after improvement: C 71; Green Deal Eligible: Y | ","Timber frame, as built, partial insulation (assumed) ","Average ","Average ","Pitched, 300 mm loft insulation | Pitched, limited insulation (assumed) ","Very Good | Very Poor ","Very Good | Very Poor ","Suspended, no insulation (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,4.10,1.60,4065.0000,3414.0000,468.00,300.00,396.00,396.00,,,14253,1829,-633,0,0,,1965-1975,2.4,S01003786 (Inverness Lochardil and Holm Mains),137.00,1,15,15,100,,,4,5,,5,Highland,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,0,not defined,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,none of the above,,00QTMR,Inverness Ness-Side,0,Detached,Bungalow,S01010605 (Inverness Lochardil and Holm Mains - 07),2024-01-29 19:08:52.8540762
1000005612,124020653,"24 KENMORE STREET ",,"ABERFELDY ",PH15 2BL,2024-01-04,"RdSAP, existing dwelling",2024-01-04,341.00,66,6162.0000,2007.0000,65,D,75,C,62,D,75,C,60.00,"Description: Internal or external wall insulation; Indicative Cost: £4,000 - £14,000; Typical Saving: 401; Energy Rating after improvement: C 71; Environmental Rating after improvement: C 70; Green Deal Eligible: Y | Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 214; Energy Rating after improvement: C 74; Environmental Rating after improvement: C 74; Green Deal Eligible: Y | Description: Low energy lighting for all fixed outlets; Indicative Cost: £20; Typical Saving: 53; Energy Rating after improvement: C 75; Environmental Rating after improvement: C 75; Green Deal Eligible: N | ","Granite or whinstone, as built, no insulation (assumed) | Solid brick, as built, no insulation (assumed) | Timber frame, as built, insulated (assumed) ","Poor | Poor | Good ","Poor | Poor | Good ","(another dwelling above) | Pitched, insulated (assumed) ","N/A | Good ","N/A | Good ","Suspended, insulated (assumed) | Suspended, no insulation (assumed) ","N/A | N/A ","N/A | N/A ","Description: Mostly double glazing ","Average ","Average ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","Room heaters, mains gas ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in 43% of fixed outlets ","Average ","Average ",,,,4.00,1.40,4917.0000,3099.0000,717.00,720.00,528.00,336.00,,,11551,2007,-84,0,-3155,,before 1919,2.46,S01005136 (Rannoch and Aberfeldy),223.00,2,7,3,43,ground floor,00,1,3,no corridor,3,Perth and Kinross,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,85,double glazing installed before 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,,00RBMD,Highland,0,Semi-Detached,Flat,S01012014 (Rannoch and Aberfeldy - 02),2024-01-04 14:50:07.9873894
1000005956,906431993,"FLAT 1  ","1 DEAN PATH ","EDINBURGH ",EH4 3BG,2024-01-16,"RdSAP, existing dwelling",2024-01-17,119.00,99,2724.0000,0.0000,81,B,81,B,81,B,81,B,21.00,,"Sandstone or limestone, with internal insulation ","Good ","Good ","(another dwelling above) ","N/A ","N/A ","Suspended, insulated ","N/A ","N/A ","Description: Fully double glazed ","Good ","Good ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,2.10,0.00,1815.0000,1815.0000,507.00,507.00,402.00,402.00,,,5318,1974,0,0,0,,before 1919,2.4,"S01002133 (Dean, West End and West Coates)",119.00,0,18,18,100,ground floor,00,1,4,no corridor,4,Edinburgh City,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,double glazing installed during or after 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,ECO assessment,,00QPME,Inverleith,0,Mid-Terrace,Flat,S01008869 (Deans Village - 02),2024-01-17 17:59:58.7050794
1000006913,124076202,"124 MONART ROAD ",,"PERTH ",PH1 5UQ,2024-02-27,"RdSAP, existing dwelling",2024-02-27,115.00,85,2343.0000,213.0000,82,B,83,B,84,B,86,B,20.00,"Description: Replace boiler with new condensing boiler; Indicative Cost: £2,200 - £3,000; Typical Saving: 70; Energy Rating after improvement: B 83; Environmental Rating after improvement: B 86; Green Deal Eligible: Y | ","Timber frame, as built, insulated (assumed) ","Very Good ","Very Good ","(another dwelling above) ","N/A ","N/A ","(another dwelling below) ","N/A ","N/A ","Description: Fully double glazed ","Good ","Good ","Boiler and radiators, mains gas ","Good ","Good ","Room thermostat only ","Poor ","Poor ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,1.70,0.20,1296.0000,1170.0000,672.00,585.00,375.00,375.00,,,2872,2151,0,0,0,,,2.4,"S01005047 (Central, North Inch and South Inch)",101.00,0,10,10,100,mid floor,01,1,3,unheated corridor,3,Perth and Kinross,,boiler with radiators or underfloor heating,mains gas (not community),2103,natural,Single,100,double glazing installed during or after 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,rented (private),rental,11.52,00RBML,Perth City North,0,Detached,Flat,S01011937 (North Inch - 03),2024-02-27 12:53:14.2622744
1000004842,484030278,"25 FARM ROAD ","BLANTYRE ","GLASGOW ",G72 9AH,2024-02-23,"RdSAP, existing dwelling",2024-02-26,216.00,81,3810.0000,927.0000,71,C,88,B,69,C,87,B,38.00,"Description: Low energy lighting for all fixed outlets; Indicative Cost: £15; Typical Saving: 35; Energy Rating after improvement: C 74; Environmental Rating after improvement: C 72; Green Deal Eligible: N | Description: Replacement glazing units; Indicative Cost: £1,000 - £1,400; Typical Saving: 74; Energy Rating after improvement: C 77; Environmental Rating after improvement: C 78; Green Deal Eligible: Y | Description: Upgrade heating controls; Indicative Cost: £350 - £450; Typical Saving: 49; Energy Rating after improvement: C 75; Environmental Rating after improvement: C 74; Green Deal Eligible: Y | Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 504; Energy Rating after improvement: B 88; Environmental Rating after improvement: B 87; Green Deal Eligible: Y | Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 58; Energy Rating after improvement: C 76; Environmental Rating after improvement: C 76; Green Deal Eligible: Y | Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 92; Energy Rating after improvement: C 73; Environmental Rating after improvement: C 72; Green Deal Eligible: Y | ","Cavity wall, filled cavity ","Average ","Average ","Pitched, 250 mm loft insulation ","Good ","Good ","Suspended, no insulation (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, TRVs and bypass ","Average ","Average ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in 63% of fixed outlets ","Good ","Good ",,,,3.10,1.70,2799.0000,2169.0000,564.00,390.00,447.00,324.00,,,8545,2115,0,0,0,,1965-1975,2.36,S01005973 (Blantytre North and Coatshill),95.00,0,8,5,63,,,1,4,,4,South Lanarkshire,,boiler with radiators or underfloor heating,mains gas (not community),2107,natural,Single,100,double glazing installed before 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,,00RFMQ,Blantyre,0,Mid-Terrace,House,S01012770 (Blantytre North and Coatshill - 01),2024-02-26 09:19:51.9686417
1000005297,132034676,"75 CASTLEHILL ROAD ","BEARSDEN ","GLASGOW ",G61 4DY,2024-03-20,"RdSAP, existing dwelling",2024-03-21,312.00,85,5511.0000,690.0000,62,D,77,C,55,D,71,C,55.00,"Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 55; Energy Rating after improvement: D 66; Environmental Rating after improvement: D 62; Green Deal Eligible: Y | Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 175; Energy Rating after improvement: D 65; Environmental Rating after improvement: D 60; Green Deal Eligible: Y | Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 506; Energy Rating after improvement: C 77; Environmental Rating after improvement: C 71; Green Deal Eligible: Y | ","Cavity wall, filled cavity ","Average ","Average ","Pitched, 250 mm loft insulation ","Good ","Good ","Suspended, no insulation (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","Room heaters, mains gas ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in 78% of fixed outlets ","Very Good ","Very Good ",,,,4.70,1.50,4584.0000,4059.0000,513.00,348.00,414.00,414.00,,,12059,1999,0,0,0,,1965-1975,2.38,S01001482 (South Castlehill and Thorn),209.00,0,9,7,78,,,1,4,,4,East Dunbartonshire,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,double glazing installed before 2002,1,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,,00QLMB,Bearsden North,0,Detached,House,S01008064 (South Castlehill and Thorn - 02),2024-03-21 11:54:45.7779549
1000006337,132040886,"39 MUIRLEES CRESCENT ","MILNGAVIE ","GLASGOW ",G62 7JA,2024-02-19,"RdSAP, existing dwelling",2024-02-19,220.00,113,5157.0000,1200.0000,72,C,86,B,68,D,84,B,39.00,"Description: Floor insulation (suspended floor); Indicative Cost: £800 - £1,200; Typical Saving: 146; Energy Rating after improvement: C 77; Environmental Rating after improvement: C 75; Green Deal Eligible: Y | Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 57; Energy Rating after improvement: C 78; Environmental Rating after improvement: C 77; Green Deal Eligible: Y | Description: Room-in-roof insulation; Indicative Cost: £1,500 - £2,700; Typical Saving: 197; Energy Rating after improvement: C 75; Environmental Rating after improvement: C 72; Green Deal Eligible: Y | Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 501; Energy Rating after improvement: B 86; Environmental Rating after improvement: B 84; Green Deal Eligible: Y | ","Timber frame, as built, insulated (assumed) ","Good ","Good ","Pitched, 100 mm loft insulation | Roof room(s), insulated ","Average | Average ","Average | Average ","Suspended, no insulation (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Good ","Good ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","Room heaters, mains gas ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,4.40,2.00,4203.0000,3171.0000,540.00,372.00,414.00,414.00,,,13146,2108,-165,0,0,,1976-1983,2.4,S01001526 (West Clober and Mains Estate),118.00,0,12,12,100,,,1,5,,5,East Dunbartonshire,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,double glazing installed during or after 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,,00QLMA,Milngavie,0,Detached,House,S01008035 (West Clober and Mains Estate - 03),2024-02-19 17:41:44.3108532
1000007289,151552556,"37 CORMACK PARK ","ROTHIENORMAN ","INVERURIE ",AB51 8GL,2024-02-22,"RdSAP, existing dwelling",2024-02-23,139.00,129,4851.0000,513.0000,63,D,75,C,74,C,84,B,30.00,"Description: Solar photovoltaic panels, 2.5 kWp; Indicative Cost: £3,500 - £5,500; Typical Saving: 488; Energy Rating after improvement: C 75; Environmental Rating after improvement: B 84; Green Deal Eligible: Y | Description: Low energy lighting for all fixed outlets; Indicative Cost: £35; Typical Saving: 70; Energy Rating after improvement: D 64; Environmental Rating after improvement: C 75; Green Deal Eligible: N | Description: Solar water heating; Indicative Cost: £4,000 - £6,000; Typical Saving: 100; Energy Rating after improvement: D 67; Environmental Rating after improvement: C 77; Green Deal Eligible: Y | ","Cavity wall, as built, insulated (assumed) ","Very Good ","Very Good ","Pitched, 250 mm loft insulation ","Good ","Good ","Solid, insulated (assumed) ","N/A ","N/A ","Description: Fully double glazed ","Good ","Good ","Boiler and radiators, LPG ","Poor ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Poor ","Good ","Low energy lighting in 46% of fixed outlets ","Good ","Good ",,,,3.80,1.20,3336.0000,3402.0000,798.00,471.00,717.00,465.00,,,9806,2499,0,0,0,,,2.4,S01000447 (Fyvie-Rothie),87.00,0,13,6,46,,,1,6,,6,Aberdeenshire,,boiler with radiators or underfloor heating,LPG (not community),2106,natural,Single,100,double glazing installed during or after 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,,00QBMG,Turriff and District,0,Detached,Bungalow,S01006996 (Fyvie-Rothie - 06),2024-02-23 05:39:54.8594758
1000008264,906133421,"FLAT 2  ","97 INVERLEITH ROW ","EDINBURGH ",EH3 5LX,2024-01-30,"RdSAP, existing dwelling",2024-01-31,296.00,90,8085.0000,4614.0000,52,E,80,C,57,D,67,D,50.00,"Description: Cavity wall insulation; Indicative Cost: £500 - £1,500; Typical Saving: 700; Energy Rating after improvement: D 65; Environmental Rating after improvement: C 69; Green Deal Eligible: Y | Description: High heat retention storage heaters and dual immersion cylinder; Indicative Cost: £1,600 - £2,400; Typical Saving: 838; Energy Rating after improvement: C 80; Environmental Rating after improvement: D 67; Green Deal Eligible: Y | ","Cavity wall, as built, partial insulation (assumed) ","Average ","Average ","(another dwelling above) ","N/A ","N/A ","(another dwelling below) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Room heaters, electric ","Very Poor ","Poor ","Programmer and appliance thermostats ","Good ","Good ","None ","N/A ","N/A ","Electric immersion, standard tariff ","Very Poor ","Poor ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,4.50,1.00,5868.0000,2037.0000,1842.00,990.00,375.00,444.00,"Description: External insulation with cavity wall insulation | Description: Biomass boiler (Exempted Appliance if in Smoke Control Area) | Description: Air or ground source heat pump |  ",,6293,1976,0,-2254,0,,1976-1983,2.45,S01002248 (Inverleith),227.00,0,12,12,100,mid floor,01,1,4,unheated corridor,4,Edinburgh City,,room heaters,electricity (not community),2603,natural,Single,100,"double glazing, unknown install date",0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,rented (private),rental,7.5,00QPME,Inverleith,0,Detached,Flat,"S01008834 (Inverleith, Goldenacre and Warriston - 03)",2024-01-31 14:14:07.6775239
1000005781,133031561,"19 ASHGROVE SQUARE ",,"ELGIN ",IV30 1UN,2024-01-17,"RdSAP, existing dwelling",2024-01-17,393.00,55,3813.0000,813.0000,71,C,77,C,54,E,62,D,66.00,"Description: Increase loft insulation to 270 mm; Indicative Cost: £100 - £350; Typical Saving: 93; Energy Rating after improvement: C 73; Environmental Rating after improvement: D 57; Green Deal Eligible: Y | Description: High heat retention storage heaters; Indicative Cost: £1,200 - £1,800; Typical Saving: 178; Energy Rating after improvement: C 77; Environmental Rating after improvement: D 62; Green Deal Eligible: Y | ","Cavity wall, as built, insulated (assumed) ","Good ","Good ","Pitched, 150 mm loft insulation ","Good ","Good ","(another dwelling below) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Electric storage heaters ","Average ","Very Poor ","Manual charge control ","Poor ","Poor ","Room heaters, electric ","N/A ","N/A ","Electric immersion, off-peak ","Average ","Poor ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,3.60,0.60,2661.0000,1848.0000,861.00,861.00,291.00,291.00,"Description: Biomass boiler (Exempted Appliance if in Smoke Control Area) | Description: Air or ground source heat pump |  ",,4948,1767,-521,0,0,,1992-1998,2.4,S01004295 (IZ Sixteen),322.00,0,7,7,100,top floor,02,1,3,unheated corridor,3,Moray,,electric storage heaters,electricity (not community),2401,natural,dual,100,double glazing installed before 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,5.15,00QXMF,Elgin City North,0,Semi-Detached,Flat,S01011105 (Elgin Cathedral to Ashgrove and Pinefield - 05),2024-01-17 17:39:59.6103552
1000006098,9059006326,"3/2 ","7 PITFOUR STREET ","DUNDEE ",DD2 2NU,2024-01-23,"RdSAP, existing dwelling",2024-01-23,419.00,53,6744.0000,4029.0000,48,E,80,C,54,E,66,D,71.00,"Description: Internal or external wall insulation; Indicative Cost: £4,000 - £14,000; Typical Saving: 662; Energy Rating after improvement: D 64; Environmental Rating after improvement: D 67; Green Deal Eligible: Y | Description: High heat retention storage heaters and dual immersion cylinder; Indicative Cost: £1,200 - £1,800; Typical Saving: 681; Energy Rating after improvement: C 80; Environmental Rating after improvement: D 66; Green Deal Eligible: Y | ","Sandstone or limestone, as built, no insulation (assumed) ","Very Poor ","Very Poor ","Pitched, 200 mm loft insulation ","Good ","Good ","(another dwelling below) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Room heaters, electric ","Very Poor ","Poor ","Programmer and appliance thermostats ","Good ","Good ","None ","N/A ","N/A ","Electric immersion, standard tariff ","Very Poor ","Poor ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,3.80,1.00,4980.0000,1623.0000,1533.00,819.00,231.00,273.00,"Description: Biomass boiler (Exempted Appliance if in Smoke Control Area) | Description: Air or ground source heat pump |  ",,5341,1643,0,0,-2123,,before 1919,2.79,S01001111 (Logie and Blackness),309.00,0,6,6,100,top floor,03,1,3,unheated corridor,3,Dundee City,,room heaters,electricity (not community),2603,natural,Single,100,"double glazing, unknown install date",0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,rented (private),non marketed sale,5.1,00QJMC,West End,0,Semi-Detached,Flat,S01007698 (Logie and Blackness - 04),2024-01-23 17:52:37.5428481
1000005563,906438316,"FLAT 7  ","12 COLONSAY WAY ","EDINBURGH ",EH5 1FB,2024-01-10,"RdSAP, existing dwelling",2024-01-10,135.00,52,1785.0000,0.0000,80,C,80,C,84,B,84,B,24.00,,"System built, as built, insulated (assumed) ","Very Good ","Very Good ","Flat, insulated (assumed) ","Good ","Good ","(another dwelling below) ","N/A ","N/A ","Description: Fully double glazed ","Good ","Good ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,1.20,0.00,1035.0000,1035.0000,504.00,504.00,246.00,246.00,,,2086,1733,0,0,0,,2008 onwards,2.3,S01002325 (Waterfront and Granton),135.00,0,7,7,100,top floor,03,1,3,unheated corridor,3,Edinburgh City,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,double glazing installed during or after 2002,0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,marketed sale,9.9,00QPMD,Forth,0,Mid-Terrace,Flat,S01008928 (Granton West and Salvesen - 05),2024-01-10 15:57:13.9869870
1000009307,906275686,"2F1 ","3 BALCARRES STREET ","EDINBURGH ",EH10 5JB,2024-02-19,"RdSAP, existing dwelling",2024-02-19,200.00,53,3117.0000,777.0000,75,C,80,C,76,C,83,B,35.00,"Description: Internal or external wall insulation; Indicative Cost: £4,000 - £14,000; Typical Saving: 233; Energy Rating after improvement: C 79; Environmental Rating after improvement: B 83; Green Deal Eligible: Y | Description: Low energy lighting for all fixed outlets; Indicative Cost: £15; Typical Saving: 26; Energy Rating after improvement: C 80; Environmental Rating after improvement: B 83; Green Deal Eligible: N | ","Sandstone or limestone, as built, no insulation (assumed) | Solid brick, as built, partial insulation (assumed) ","Poor | Average ","Poor | Average ","(another dwelling above) ","N/A ","N/A ","(another dwelling below) ","N/A ","N/A ","Description: Fully double glazed ","Average ","Average ","Boiler and radiators, mains gas ","Good ","Good ","Programmer, room thermostat and TRVs ","Good ","Good ","None ","N/A ","N/A ","From main system ","Good ","Good ","Low energy lighting in 67% of fixed outlets ","Good ","Good ",,,,1.80,0.50,2106.0000,1413.0000,648.00,657.00,363.00,270.00,,,4586,1742,0,0,-1991,,before 1919,3.1,S01001916 (Craighouse and South Morningside),143.00,0,9,6,67,mid floor,02,1,3,unheated corridor,3,Edinburgh City,,boiler with radiators or underfloor heating,mains gas (not community),2106,natural,Single,100,"double glazing, unknown install date",0,"Array: Roof Area: 0%; Connection: not applicable (FGHRS or no PV);  | ",N,owner-occupied,none of the above,7.2,00QPMK,Meadows/Morningside,0,Mid-Terrace,Flat,S01008517 (Morningside and Craighouse - 04),2024-02-19 18:30:47.3907038
1000010314,137087708,"KIRKMABRECK COTTAGES ","2 ","STRANRAER ",DG9 9JU,2024-01-25,"RdSAP, existing dwelling",2024-02-01,98.00,66,4116.0000,657.0000,86,B,116,A,87,B,114,A,17.00,"Description: Wind turbine; Indicative Cost: £15,000 - £25,000; Typical Saving: 1111; Energy Rating after improvement: A 116; Environmental Rating after improvement: A 114; Green Deal Eligible: Y | Description: Time and temperature zone control; Indicative Cost: £350 - £450; Typical Saving: 98; Energy Rating after improvement: B 88; Environmental Rating after improvement: B 89; Green Deal Eligible: Y | Description: Replace single glazed windows with low-E double glazed windows; Indicative Cost: £3,300 - £6,500; Typical Saving: 120; Energy Rating after improvement: B 91; Environmental Rating after improvement: A 92; Green Deal Eligible: Y | ","Sandstone or limestone, with internal insulation ","Good ","Good ","Flat, insulated | Pitched, 300 mm loft insulation ","Average | Very Good ","Average | Very Good ","Solid, no insulation (assumed) ","N/A ","N/A ","Description: Single glazed ","Very Poor ","Very Poor ","Air source heat pump, radiators, electric ","Good ","Very Good ","Programmer, TRVs and bypass ","Average ","Average ","Room heaters, dual fuel (mineral and wood) ","N/A ","N/A ","From main system ","Good ","Very Good ","Low energy lighting in all fixed outlets ","Very Good ","Very Good ",,,,1.10,2.20,3036.0000,2379.0000,804.00,804.00,276.00,276.00,,"Description: Air source heat pump | Description: Solar photovoltaics | ",10313,2531,0,0,0,,before 1919,2.7,S01000901 (Kirkmaiden),-100.00,1,9,9,100,,,1,3,,3,Dumfries and Galloway,,heat pump with radiators or underfloor heating,electricity (not community),2206,natural,Single,0,not defined,1,"Array: Peak Power: 2.55; Orientation: South; Pitch: 45 degrees; Overshading: none or very little; Connection: connected to dwelling’s electricity meter;  | ",N,rented (private),ECO assessment,,00QHMB,Wigtown West,0,Mid-Terrace,Bungalow,S01007500 (Rhins South - 02),2024-02-01 15:33:07.8576222
